y,ds,unique_id,index,TimesNet,TimesNet-median,TimesNet-lo-100,TimesNet-lo-95,TimesNet-lo-90,TimesNet-lo-85,TimesNet-lo-80,TimesNet-hi-80,TimesNet-hi-85,TimesNet-hi-90,TimesNet-hi-95,TimesNet-hi-100
129.0,2025-06-09 06:20:00,series_1,4,97.89803,99.0636,-78.201744,60.33653,70.88733,76.42549,79.5791,115.57688,118.4812,123.38534,131.08638,178.63367
146.0,2025-06-09 06:30:00,series_1,6,101.962326,102.25546,-34.967896,60.47312,71.90404,76.88674,80.98564,123.55709,127.715904,132.40569,141.87518,199.11995
249.0,2025-06-09 06:35:00,series_1,7,106.14098,106.12956,-55.345062,59.417583,72.46013,79.103355,82.194145,130.54474,135.00302,142.56409,151.75356,217.95578
158.0,2025-06-09 06:40:00,series_1,8,104.18677,103.867355,-48.937317,60.84971,70.15562,74.51685,77.67669,131.21785,135.7257,143.51181,154.80693,308.11145
159.0,2025-06-09 06:45:00,series_1,9,105.60683,105.63421,-116.67625,58.776752,70.348045,76.41492,80.03977,132.05124,134.72577,142.50293,154.91495,218.25208
181.0,2025-06-09 06:50:00,series_1,10,105.8367,105.294914,-56.283157,55.969315,69.484795,75.56214,79.42833,132.50757,136.72353,144.86603,155.37553,245.18817
182.0,2025-06-09 06:55:00,series_1,11,99.78408,99.87123,-103.696266,45.86201,62.12824,67.20545,71.77086,129.19775,135.78825,146.00034,156.02492,247.72433
400.0,2025-06-09 08:20:00,series_1,4,229.71397,232.39868,12.643158,151.20775,169.67477,178.72763,187.84021,269.7681,275.93808,285.30283,296.9295,428.42255
331.0,2025-06-09 08:25:00,series_1,5,235.35844,236.19608,-41.631332,150.88333,174.69633,185.8392,192.60101,281.2955,286.14807,295.92957,316.36667,451.4943
306.0,2025-06-09 08:45:00,series_1,9,219.08119,216.36154,8.925995,115.85025,137.93936,148.31639,160.91574,276.79797,286.3817,302.0438,328.70236,851.08276
242.0,2025-06-09 09:10:00,series_1,2,310.03775,310.50348,47.331085,222.02095,243.11037,254.21185,260.68982,356.67422,363.82632,373.99026,391.66214,553.5909
240.0,2025-06-09 14:25:00,series_1,5,284.41168,284.2371,82.18042,230.05931,242.88026,251.5447,256.0817,311.50452,316.20578,323.9982,338.0679,527.34344
238.0,2025-06-09 14:30:00,series_1,6,283.8174,283.88214,151.61365,228.78976,244.07391,250.88795,256.27292,313.3002,319.2159,324.5692,335.65207,430.25833
233.0,2025-06-09 14:35:00,series_1,7,289.53467,289.54312,177.40677,243.57567,253.06877,260.1755,266.39117,313.3001,317.60724,324.32053,332.0503,427.61285
256.0,2025-06-09 15:00:00,series_1,0,235.39885,235.34653,173.36102,216.6054,220.6655,222.98465,224.91734,245.41074,246.75792,249.01384,254.1009,294.35217
260.0,2025-06-09 15:15:00,series_1,3,239.69394,239.82248,182.65833,216.61089,222.59213,224.5157,227.10948,252.14172,254.8836,257.93533,262.12842,319.63205
251.0,2025-06-09 16:00:00,series_1,0,235.3044,235.17291,194.87729,213.88654,218.89157,222.1133,224.01613,245.97433,247.549,250.32872,254.11829,287.0527
284.0,2025-06-09 16:05:00,series_1,1,234.47556,234.5492,166.8389,210.76277,217.01291,220.25214,222.88377,246.96466,248.40274,251.39772,256.61057,284.75293
257.0,2025-06-09 16:10:00,series_1,2,230.54086,230.53204,77.494415,207.65488,213.37717,216.84854,218.5931,242.86688,244.91936,248.84927,255.6331,285.94363
254.0,2025-06-09 16:15:00,series_1,3,235.06808,235.42639,178.08475,211.66852,217.30423,219.70291,221.62988,247.81404,249.94025,252.31317,258.57224,289.5336
259.0,2025-06-09 16:20:00,series_1,4,233.73325,234.3273,117.08663,209.12047,216.95197,219.71219,222.10434,246.37292,248.03096,250.55016,254.22636,312.6534
263.0,2025-06-09 16:25:00,series_1,5,236.10596,235.92197,124.24728,206.95753,213.78232,218.11449,220.84969,251.05524,253.79878,257.4652,265.022,327.37408
279.0,2025-06-09 16:35:00,series_1,7,237.76122,237.48557,120.847946,208.20294,214.21849,218.55971,221.50346,255.36871,257.7741,262.10562,268.28195,293.99084
333.0,2025-06-09 19:00:00,series_1,0,297.86804,297.9218,165.3452,253.18857,265.35132,270.69797,273.9732,320.45752,323.9547,328.71255,339.57565,426.6635
370.0,2025-06-09 19:30:00,series_1,6,321.23523,321.2202,197.12152,274.34625,283.26147,290.22095,294.84943,348.16876,352.76932,359.8327,375.97943,472.57422
378.0,2025-06-09 19:55:00,series_1,11,321.73596,321.42584,37.86035,257.65143,275.13132,280.92337,285.89676,356.95868,364.40952,375.50436,395.64587,463.72638
431.0,2025-06-09 20:20:00,series_1,4,371.65308,373.41986,212.92876,318.07465,334.86395,340.7784,344.70395,398.8532,402.16248,410.57712,417.43542,468.5612
373.0,2025-06-09 21:20:00,series_1,4,425.99753,427.6698,265.27777,364.0945,377.6539,385.0975,391.0636,459.1152,464.02597,471.9692,482.34082,625.7654
331.0,2025-06-09 21:25:00,series_1,5,423.85992,424.76828,191.56696,353.37494,372.3763,380.8568,387.597,462.0421,467.02747,474.72968,495.65363,594.7358
337.0,2025-06-09 21:30:00,series_1,6,425.16287,425.91296,164.9816,350.77258,368.00125,378.20013,385.61914,466.55988,472.24637,484.12225,501.2448,608.2175
327.0,2025-06-09 21:35:00,series_1,7,421.90887,421.29785,143.1753,337.76492,363.30634,371.68115,376.7508,466.22034,473.08606,481.34464,507.0822,858.10547
315.0,2025-06-09 21:40:00,series_1,8,419.35403,420.30093,207.1655,334.30353,352.56253,364.56232,373.89,464.86246,471.7059,482.3518,496.59027,706.5521
290.0,2025-06-09 21:45:00,series_1,9,411.7807,409.86285,229.42038,324.25327,342.2322,354.50266,361.5055,462.3785,470.7528,482.83322,506.57803,953.1765
290.0,2025-06-09 21:50:00,series_1,10,407.78668,407.64398,64.73578,318.7145,335.98438,346.37683,355.2261,463.40732,471.5745,486.37344,503.94693,663.761
304.0,2025-06-09 21:55:00,series_1,11,408.6665,408.0725,231.20052,311.25302,329.49637,345.02493,355.03183,460.9988,471.35684,487.63226,510.0561,633.103
249.0,2025-06-09 22:05:00,series_1,1,285.4178,285.83643,99.64281,250.33263,258.06006,262.07205,264.8712,306.95944,309.74768,315.1554,320.64023,370.32144
238.0,2025-06-09 22:10:00,series_1,2,277.2685,277.04956,114.35104,232.62123,241.9977,247.02151,252.21355,301.3881,305.45453,312.5675,324.51233,406.4944
141.0,2025-06-09 23:00:00,series_1,0,221.87071,221.34265,45.564056,132.87263,152.30902,163.52216,173.87352,272.64346,277.80594,286.36478,306.7507,568.2484
148.0,2025-06-09 23:05:00,series_1,1,233.93562,233.36891,-50.967865,139.77338,156.0728,164.87112,175.17915,294.57135,302.59915,314.5836,329.31522,527.72003
137.0,2025-06-09 23:10:00,series_1,2,237.78812,237.15111,-174.13419,135.05156,158.76027,172.59213,179.38596,292.34628,301.83884,316.60883,342.4791,733.3743
138.0,2025-06-09 23:15:00,series_1,3,231.07187,232.03098,-18.971985,129.91843,158.56924,171.945,179.47906,284.48187,290.53815,299.97327,326.41214,458.1498
107.0,2025-06-09 23:25:00,series_1,5,221.28545,220.78755,-144.52142,119.064964,149.67542,163.06262,169.03409,272.9823,282.44302,294.79565,314.5394,789.66406
108.0,2025-06-09 23:30:00,series_1,6,217.04144,216.76575,-119.56671,114.6645,138.61345,151.64236,160.50032,276.2564,286.62744,301.0509,330.5363,1172.5624
101.0,2025-06-09 23:35:00,series_1,7,232.83032,231.89621,46.910843,153.29997,173.14258,183.13222,189.7382,274.52747,281.29623,293.92853,323.97992,467.4169
102.0,2025-06-09 23:45:00,series_1,9,267.48117,262.73254,-175.96048,135.18309,157.62985,176.11339,186.19678,348.53726,363.70364,383.96356,422.12988,1458.7831
100.0,2025-06-09 23:50:00,series_1,10,242.08542,239.34662,-594.56323,74.907524,120.45316,135.88625,154.80347,329.64508,343.18658,366.99252,408.16226,2334.646
93.0,2025-06-09 23:55:00,series_1,11,238.11119,236.81572,-428.81805,82.5116,117.99636,134.55342,146.90588,329.7341,347.94116,370.55923,410.98965,865.4633
81.0,2025-06-10 01:05:00,series_1,1,34.76785,34.34951,-91.314865,-20.326399,-2.974837,1.5900403,5.1066117,63.55685,67.49915,74.29959,84.36745,436.42017
60.0,2025-06-10 03:40:00,series_1,8,5.5439763,6.0190573,-132.48125,-42.64838,-28.045034,-23.958685,-19.880043,31.473658,35.65545,41.34943,50.688404,148.79634
56.0,2025-06-10 03:45:00,series_1,9,2.8973105,1.9878459,-252.61578,-47.106926,-36.073135,-27.764181,-24.062899,31.64234,38.819565,48.10642,59.015285,330.114
46.0,2025-06-10 03:50:00,series_1,10,-0.9633315,-1.432261,-336.79852,-55.641933,-40.148384,-35.044865,-31.832396,29.601938,36.25944,42.541847,56.32587,164.66937
46.0,2025-06-10 03:55:00,series_1,11,1.5792707,0.4012399,-141.22801,-49.11422,-36.872234,-31.292603,-26.287403,30.178658,35.759834,44.903717,58.358807,244.17952
135.0,2025-06-10 06:00:00,series_1,0,55.709564,55.253635,-21.190098,22.979786,29.58376,33.804768,37.17551,73.399155,75.5804,81.20312,87.572014,123.43027
120.0,2025-06-10 06:05:00,series_1,1,49.774723,50.27842,-95.75897,-6.9974265,6.5178404,13.206985,18.896147,80.122055,83.91695,89.39929,96.88971,186.67444
157.0,2025-06-10 06:10:00,series_1,2,57.300747,57.67168,-124.670044,5.8824925,17.14434,25.409887,29.866526,83.831245,88.37633,95.51487,104.79174,169.42764
163.0,2025-06-10 06:15:00,series_1,3,58.688465,59.093933,-70.08759,6.649327,19.919588,24.973434,31.060059,85.5167,90.11973,96.63267,110.14208,174.91235
140.0,2025-06-10 06:20:00,series_1,4,63.039394,63.944183,-110.2869,24.129978,34.27443,39.7708,43.404488,84.74287,87.62904,92.70793,98.29352,152.62225
162.0,2025-06-10 06:25:00,series_1,5,65.48182,65.234314,-171.61032,7.554915,22.336823,27.76083,33.053288,96.77308,101.87388,109.761505,121.93878,314.0007
176.0,2025-06-10 06:30:00,series_1,6,75.64753,76.05228,-90.801865,21.345287,35.23159,44.595905,48.876846,106.10336,111.2388,116.07858,128.09105,178.6485
169.0,2025-06-10 06:35:00,series_1,7,75.00872,75.785965,-196.64389,13.779383,29.35678,38.829144,45.381775,108.26901,113.119995,121.887825,132.95927,258.34476
176.0,2025-06-10 06:40:00,series_1,8,62.44602,63.419395,-260.52158,-8.411877,4.921014,13.963784,20.17007,103.00233,109.14866,119.77208,139.05298,299.38248
181.0,2025-06-10 06:45:00,series_1,9,70.16578,68.405975,-225.03362,9.1064,19.615587,31.030157,36.85316,105.494995,111.33368,117.95056,132.70274,666.6425
184.0,2025-06-10 06:50:00,series_1,10,69.3708,68.590065,-68.60073,-0.9808581,19.132368,29.527788,36.28469,103.526215,110.75621,120.73072,133.38399,247.90277
190.0,2025-06-10 06:55:00,series_1,11,57.573578,57.17212,-95.52902,-5.5015273,7.0554943,16.39827,22.102415,94.9266,102.26896,111.56275,123.14973,249.83054
242.0,2025-06-10 11:00:00,series_1,0,280.28394,280.34985,163.90173,226.66673,242.6134,249.9768,255.26761,307.1007,310.6322,314.00122,320.31567,403.2885
236.0,2025-06-10 11:15:00,series_1,3,290.12787,290.98376,-95.1275,234.35635,242.52048,249.08997,255.03372,327.09262,331.6595,338.08115,351.4274,443.9709
226.0,2025-06-10 13:00:00,series_1,0,271.69098,271.4589,179.99603,245.28235,251.34268,255.10889,257.79,285.5426,288.3255,290.14883,297.2146,337.46616
207.0,2025-06-10 13:05:00,series_1,1,269.23788,269.1471,197.1405,242.27672,248.42928,251.94711,254.45824,284.7621,286.73157,289.90607,295.31552,376.78418
207.0,2025-06-10 13:10:00,series_1,2,270.38306,270.3213,183.3959,237.07632,243.6301,248.42009,250.7259,288.4617,291.61963,295.5174,306.26074,386.39383
228.0,2025-06-10 13:15:00,series_1,3,272.50284,273.37958,163.25461,236.73999,245.16194,249.09366,252.50868,291.66513,294.9328,297.93347,305.2118,349.7904
232.0,2025-06-10 13:20:00,series_1,4,267.6844,268.82697,178.82304,234.60947,242.89062,247.34149,249.97078,284.83997,287.12518,291.35602,296.17352,348.4077
246.0,2025-06-10 13:30:00,series_1,6,276.4065,276.65216,151.7529,239.22139,250.15807,253.37178,256.88474,295.69162,300.10556,304.70737,313.03943,375.327
298.0,2025-06-10 13:40:00,series_1,8,270.73438,270.72272,149.32547,236.47574,245.81477,250.59856,253.02011,289.24167,292.1516,296.15222,307.47382,375.45148
228.0,2025-06-10 14:10:00,series_1,2,274.0187,273.88788,145.2739,227.52988,240.61,244.28462,248.26869,299.4176,305.5792,311.9229,320.236,413.25552
227.0,2025-06-10 14:15:00,series_1,3,278.86795,279.28625,155.59259,247.93501,256.56177,258.97916,261.03702,296.33682,299.07556,303.02676,310.04465,344.6643
232.0,2025-06-10 14:20:00,series_1,4,268.20624,269.70877,67.337555,225.69444,237.27675,242.69638,246.5292,291.49875,295.03052,299.2339,305.7761,343.8873
301.0,2025-06-10 15:25:00,series_1,5,267.4823,267.5105,123.57013,224.15663,235.54366,241.25311,244.98247,289.8121,293.2048,297.70834,306.88596,371.7859
313.0,2025-06-10 18:55:00,series_1,11,255.28412,254.76038,21.472443,191.24068,204.79077,211.67955,217.2241,293.23602,300.6639,309.77216,323.7386,530.55444
347.0,2025-06-10 19:15:00,series_1,3,274.6564,275.49658,98.20688,216.0502,233.04953,239.74341,244.55089,302.6692,308.45834,314.64438,325.11197,427.9405
353.0,2025-06-10 19:20:00,series_1,4,274.44034,276.83398,-36.175568,203.55148,221.42192,228.34354,234.52684,312.5763,317.61917,323.9873,337.60278,445.05878
351.0,2025-06-10 19:25:00,series_1,5,277.84085,277.7882,4.0691833,212.87254,223.95996,233.87642,240.23291,313.37112,319.64597,329.5651,343.90152,502.9054
339.0,2025-06-10 19:30:00,series_1,6,277.5813,278.0525,122.40883,210.57356,225.7925,236.09943,242.2527,312.44366,317.58157,326.63205,342.39938,656.3319
361.0,2025-06-10 19:50:00,series_1,10,273.90338,273.60254,-8.015228,205.99962,221.76668,229.30661,234.57524,312.4871,319.4318,328.34247,345.97382,507.94055
382.0,2025-06-10 19:55:00,series_1,11,269.72824,268.1621,53.106384,184.13902,203.28421,213.14978,220.25305,320.72324,330.9773,343.90762,362.1852,716.66077
400.0,2025-06-10 20:25:00,series_1,5,323.20047,322.95145,54.284546,234.4659,253.95277,269.31082,276.9711,372.1719,378.05673,390.8283,408.54132,670.91235
401.0,2025-06-10 20:30:00,series_1,6,329.87466,329.4073,193.48935,265.7935,279.4393,288.60812,293.1636,367.59662,372.75705,382.4034,406.05203,539.52466
411.0,2025-06-10 20:35:00,series_1,7,340.39868,340.35583,167.63477,248.92766,269.86618,286.74197,293.19254,387.65994,396.4355,407.4592,427.08417,589.69006
433.0,2025-06-10 20:40:00,series_1,8,325.09644,324.0589,19.87442,230.56297,257.70517,267.77127,276.36224,375.2993,383.35745,397.24475,412.44498,1592.6757
433.0,2025-06-10 20:55:00,series_1,11,307.04688,306.18036,-268.48853,169.82805,201.64685,216.86127,228.39264,393.8269,412.54285,432.06448,468.6984,618.1509
392.0,2025-06-10 21:00:00,series_1,0,443.59586,442.93585,334.94373,392.1836,404.8743,412.43524,416.82526,470.41736,475.23486,481.74866,492.67752,650.38824
374.0,2025-06-10 21:05:00,series_1,1,450.0318,448.82416,319.2255,391.61642,405.0734,411.56735,416.68622,484.76743,490.01898,498.53152,507.90048,619.3218
377.0,2025-06-10 21:10:00,series_1,2,450.47647,450.17688,251.96175,385.56546,399.8904,405.00537,412.85892,486.5044,493.56088,505.5288,519.9613,657.5683
333.0,2025-06-10 21:20:00,series_1,4,451.66208,453.4759,302.19678,386.32764,397.9627,405.2314,411.2917,489.39868,495.63168,504.2626,513.12714,565.8609
311.0,2025-06-10 21:25:00,series_1,5,450.63855,450.40155,187.30167,372.0136,393.4997,403.36652,408.5263,495.0397,501.22516,511.3647,527.7884,622.3273
292.0,2025-06-10 21:30:00,series_1,6,448.87894,450.2813,52.41095,367.41327,383.63864,396.78967,405.65152,494.69986,500.592,512.65564,531.0016,639.6708
331.0,2025-06-10 21:35:00,series_1,7,451.38876,451.12646,123.88025,364.10483,383.2255,395.00436,403.7664,503.26678,510.85065,521.5142,535.3402,856.6017
329.0,2025-06-10 21:40:00,series_1,8,450.46118,450.7563,232.52876,361.9986,383.22342,394.25735,401.81152,498.40573,507.53857,519.1057,533.3732,769.7725
343.0,2025-06-10 21:45:00,series_1,9,437.94992,436.0082,163.4162,334.38425,356.02466,369.12552,377.6026,499.79312,507.0544,521.6225,545.8297,1083.3037
325.0,2025-06-10 21:50:00,series_1,10,443.07727,443.20276,-703.1386,310.83658,347.65543,362.3136,373.70938,513.32434,522.97235,549.48474,576.7559,1071.9568
289.0,2025-06-10 21:55:00,series_1,11,440.95212,440.39206,30.094849,331.12,355.4555,367.28296,376.378,508.1999,519.4682,534.38306,551.19354,774.47205
153.0,2025-06-10 23:00:00,series_1,0,212.00597,212.23892,-58.275314,135.19688,160.01938,167.89719,173.76962,250.96362,256.1459,263.20718,282.13455,394.54883
128.0,2025-06-10 23:15:00,series_1,3,206.45319,207.99068,11.899994,127.68688,150.41766,162.00545,167.64203,243.18239,249.52345,261.56104,277.22247,419.73645
116.0,2025-06-10 23:45:00,series_1,9,224.19524,222.5203,8.330429,126.30594,146.17531,160.314,168.36592,283.3138,292.66226,307.99936,322.45514,393.5014
87.0,2025-06-10 23:50:00,series_1,10,210.42674,209.30107,-79.92859,103.15674,123.84408,137.56136,148.19366,270.8562,281.0925,301.04953,323.706,484.93488
89.0,2025-06-10 23:55:00,series_1,11,206.75372,206.97906,-360.33624,57.812935,98.07415,113.090706,127.67124,291.84262,308.55173,328.59213,370.40958,537.0648
80.0,2025-06-11 01:30:00,series_1,6,33.868187,34.34919,-92.73999,-23.039125,-7.934359,-1.1600078,6.553012,65.22031,69.773895,75.597626,84.9712,176.59914
74.0,2025-06-11 02:05:00,series_1,1,35.660847,35.31192,-106.89499,-14.930353,-2.9704351,4.7241583,10.675576,63.53867,66.6909,72.81899,84.680504,164.61432
83.0,2025-06-11 02:10:00,series_1,2,35.4434,34.983704,-71.49306,-15.09536,-4.5496492,2.9887168,7.0222025,63.76688,67.08109,77.935974,90.74383,164.93452
70.0,2025-06-11 05:10:00,series_1,2,36.86478,37.416454,-57.05172,8.293821,15.839696,19.296644,21.84444,51.634926,53.355396,55.623558,60.607048,95.29757
71.0,2025-06-11 05:20:00,series_1,4,46.13292,46.959595,-124.334625,12.900842,21.388895,25.92879,29.07606,62.3797,64.895096,68.25724,74.23152,171.09401
92.0,2025-06-11 05:30:00,series_1,6,53.379818,53.265007,-29.400097,7.5618315,19.442387,24.82052,29.951323,78.007996,81.521904,86.90783,94.42556,181.85013
123.0,2025-06-11 05:35:00,series_1,7,55.475826,54.79261,-134.58704,9.580251,22.577711,29.632566,33.66829,79.31901,84.38468,89.36608,103.10233,277.932
108.0,2025-06-11 05:40:00,series_1,8,47.12251,47.70862,-544.2712,7.2699814,15.050908,18.890583,22.864586,72.34042,77.55939,82.94809,91.513374,169.1972
127.0,2025-06-11 05:50:00,series_1,10,58.57588,58.447388,-169.3651,-20.088497,1.3085331,14.631718,20.173534,97.78733,104.232086,111.432976,129.66571,291.3114
135.0,2025-06-11 06:00:00,series_1,0,71.89644,72.22417,-129.14142,-0.21662286,16.705868,29.258705,34.80562,106.55684,111.15743,118.79137,132.6869,310.0008
143.0,2025-06-11 06:05:00,series_1,1,68.70738,68.18021,-323.9725,-23.564735,-0.3371978,11.019589,19.600801,120.04007,130.47354,139.00188,159.11362,329.70026
145.0,2025-06-11 06:10:00,series_1,2,81.370285,80.609116,-134.89532,4.0465355,23.335997,32.124382,37.918404,124.2363,130.98859,144.47762,168.0917,416.83786
148.0,2025-06-11 06:15:00,series_1,3,85.37235,85.42824,-121.90724,2.9004736,23.054789,36.282738,42.6638,126.04312,133.0801,146.58752,165.75662,547.5881
137.0,2025-06-11 06:20:00,series_1,4,88.67539,90.958885,-231.07567,31.42069,43.87772,51.613956,56.925156,120.779625,124.17352,130.47368,143.47633,248.65884
284.0,2025-06-11 12:25:00,series_1,5,258.3049,258.06128,150.27829,224.7143,233.08804,237.2096,239.86139,276.73065,279.2458,282.8513,293.47784,400.12897
284.0,2025-06-11 12:40:00,series_1,8,253.1994,253.72319,138.39946,214.26964,223.3209,228.37982,231.0855,273.4575,277.0286,282.309,293.32703,385.17563
261.0,2025-06-11 13:05:00,series_1,1,285.40765,284.86353,171.8131,257.14337,263.20026,267.16962,269.3869,301.88803,304.55814,307.66882,315.92468,367.99237
258.0,2025-06-11 13:10:00,series_1,2,288.28784,288.60303,85.7903,253.48956,263.3935,267.85135,270.52457,306.05392,309.82532,314.18945,323.5459,356.17352
257.0,2025-06-11 13:15:00,series_1,3,285.37057,285.4426,100.172516,257.7011,262.77774,265.01553,267.4847,302.80972,305.2329,309.41797,317.4605,409.4428
233.0,2025-06-11 13:35:00,series_1,7,286.0491,286.60883,118.3087,244.77164,255.71622,260.43555,264.79123,309.35382,312.80136,316.5104,323.3438,404.72253
229.0,2025-06-11 13:40:00,series_1,8,281.75223,281.88318,166.26996,244.70193,251.83917,257.26593,260.82883,303.43756,306.34418,311.29,321.01358,416.79602
247.0,2025-06-11 13:45:00,series_1,9,281.8533,281.0288,133.60771,239.37172,249.74353,256.73807,260.02112,305.99658,309.43094,317.0407,328.74548,551.41565
238.0,2025-06-11 13:50:00,series_1,10,283.12274,283.22986,113.00966,233.71013,246.63295,253.83601,257.79538,309.69034,313.3164,317.26132,329.3701,409.31805
240.0,2025-06-11 13:55:00,series_1,11,280.9832,280.43958,61.992157,237.13338,246.25157,252.86359,256.19342,306.7988,310.17194,317.3427,330.6896,448.467
277.0,2025-06-11 14:00:00,series_1,0,243.7315,243.5593,161.57028,221.4041,226.071,228.93266,230.9252,256.12537,257.18893,259.6763,265.52463,324.70963
287.0,2025-06-11 14:05:00,series_1,1,239.08522,239.28787,106.84573,213.47859,219.80548,222.78162,224.63257,254.30278,256.34174,260.22855,263.7041,298.7793
314.0,2025-06-11 14:10:00,series_1,2,238.39052,238.26448,128.20041,208.62553,214.46584,217.7304,221.36076,254.68892,257.60983,262.2383,269.36874,325.73724
259.0,2025-06-11 14:30:00,series_1,6,221.77359,222.02135,90.104294,183.51016,191.50389,197.04437,201.57172,243.46654,246.50809,251.11406,260.70673,342.01172
253.0,2025-06-11 14:35:00,series_1,7,219.26569,218.7547,93.60083,176.13022,187.16728,193.40317,196.69841,242.06958,245.28152,251.9229,267.5985,362.5693
201.0,2025-06-11 15:00:00,series_1,0,217.11075,216.8288,182.69432,199.50528,202.94333,205.54526,207.2784,226.73578,228.32948,230.50693,235.37936,276.69992
194.0,2025-06-11 15:05:00,series_1,1,217.1755,217.18144,147.02411,197.54831,202.18848,204.43015,206.54605,228.94598,230.66263,232.38977,235.63068,277.37668
211.0,2025-06-11 17:00:00,series_1,0,194.67752,194.5874,151.34679,174.50526,179.0235,182.27722,183.89265,204.99348,206.40532,209.26845,212.6844,246.53458
209.0,2025-06-11 17:05:00,series_1,1,193.0883,193.09044,142.94931,172.40854,178.1243,180.1142,181.61452,204.01157,205.73476,208.14383,212.13481,246.58105
225.0,2025-06-11 17:25:00,series_1,5,200.12129,200.05424,115.12404,178.1198,183.75482,186.03827,188.46393,211.37476,213.19167,216.53229,220.33015,357.83063
226.0,2025-06-11 17:30:00,series_1,6,199.96013,200.15482,156.46643,178.39038,183.66849,187.04225,189.53712,211.48549,213.30965,215.14888,218.5656,251.16151
232.0,2025-06-11 17:55:00,series_1,11,208.16742,208.3267,107.834816,180.59227,189.58049,192.39447,194.57207,223.22118,225.84927,229.52068,235.04669,304.40994
375.0,2025-06-11 21:15:00,series_1,3,446.2472,446.22772,-79.28357,361.09988,378.94022,387.6806,395.86115,494.19217,501.24182,515.1845,540.60675,995.8555
343.0,2025-06-11 21:35:00,series_1,7,436.09412,435.8985,40.106323,318.18616,353.82547,366.47916,373.78165,498.97586,509.5682,521.6527,555.5732,761.3666
335.0,2025-06-11 21:40:00,series_1,8,440.47733,441.93713,141.3891,317.40503,344.06317,363.56848,374.2094,503.80908,516.0077,532.4051,555.2309,868.46686
37.0,2025-06-12 03:50:00,series_1,10,-9.018726,-8.856721,-345.4806,-70.60625,-51.217693,-43.97767,-40.189503,22.546225,27.639734,34.302757,45.256542,160.5685
48.0,2025-06-12 05:00:00,series_1,0,32.642822,32.40692,-13.272602,16.946507,20.136717,23.267073,24.353552,40.88757,42.38466,44.650578,47.66048,111.65999
