y,ds,unique_id,index,TimesNet,TimesNet-median,TimesNet-lo-100,TimesNet-lo-95,TimesNet-lo-90,TimesNet-lo-85,TimesNet-lo-80,TimesNet-hi-80,TimesNet-hi-85,TimesNet-hi-90,TimesNet-hi-95,TimesNet-hi-100
168.0,2025-06-20 07:20:00,series_1,2,213.6547,213.42259,85.811455,161.79019,171.47995,176.65497,180.6004,246.38448,249.38484,257.35736,269.1926,360.8231
159.0,2025-06-20 07:50:00,series_1,8,240.37206,241.00276,-11.126617,140.8091,167.03351,179.3452,184.57062,299.94583,305.52274,319.96692,337.7252,436.9854
300.0,2025-06-20 08:55:00,series_1,9,162.4773,162.12134,-176.87907,95.657455,112.31207,120.149155,125.79229,200.56158,206.2209,213.93146,227.23206,309.0999
182.0,2025-06-20 09:10:00,series_1,0,216.5475,216.4288,142.37927,182.23521,189.92117,193.72833,196.0809,234.88506,238.10023,243.3142,252.1875,320.61987
181.0,2025-06-20 09:15:00,series_1,1,218.27937,217.65218,112.61992,177.70517,185.94284,191.42924,193.73616,242.43216,246.0149,252.62029,262.3339,300.68085
186.0,2025-06-20 09:20:00,series_1,2,224.09274,223.74475,146.91385,180.51476,189.51878,194.18826,198.75775,247.93457,252.32938,258.5463,268.17615,332.93298
293.0,2025-06-20 12:05:00,series_1,11,232.83945,232.7839,21.76033,157.70598,172.05936,181.12439,188.37424,278.0138,282.73145,289.99048,306.25888,404.7135
374.0,2025-06-20 12:40:00,series_1,6,278.2466,279.0178,-24.891296,211.2473,227.08875,234.3407,238.65892,315.88742,321.7548,334.179,353.74783,427.73218
179.0,2025-06-20 13:25:00,series_1,3,255.97362,256.42896,153.74959,214.58534,225.89725,230.36092,232.98856,277.682,282.27747,287.12094,295.47958,387.72775
127.0,2025-06-20 13:30:00,series_1,4,248.53993,249.61801,144.00162,199.44946,214.84048,222.25488,226.00859,272.57504,276.027,280.14124,288.80237,431.06604
215.0,2025-06-20 15:45:00,series_1,7,162.66795,162.4224,-28.678879,101.068565,114.47627,123.17529,127.1197,196.6212,201.17424,210.47765,224.55026,343.05457
249.0,2025-06-20 18:10:00,series_1,0,214.06744,214.24893,153.07487,180.29509,188.43686,192.45535,195.85863,230.90266,233.27272,236.6509,242.96902,287.22852
358.0,2025-06-20 19:15:00,series_1,1,296.2623,294.7053,99.94214,234.89027,244.83372,252.41443,257.55405,335.50314,340.88107,349.1205,366.26154,484.38196
387.0,2025-06-20 19:30:00,series_1,4,311.3396,312.72656,126.381836,227.11285,249.31807,258.956,266.32248,352.8458,360.21957,368.48956,384.73648,922.2499
358.0,2025-06-20 21:10:00,series_1,0,401.63922,401.853,257.34436,350.00595,360.8336,367.1584,371.51575,429.42822,432.14142,437.50583,447.05307,531.41077
350.0,2025-06-20 21:15:00,series_1,1,398.00952,396.3023,292.16046,343.5189,354.19305,358.68024,363.31802,433.5673,440.8045,448.511,463.21616,564.27325
268.0,2025-06-20 22:10:00,series_1,0,309.82895,310.25998,-126.757935,262.51227,272.35907,279.63382,282.9295,337.41623,341.80798,347.5398,355.40485,422.627
233.0,2025-06-20 22:15:00,series_1,1,301.21375,301.68768,69.03798,242.4663,254.86464,263.876,270.7326,330.91302,336.81836,343.62305,354.7598,469.78192
233.0,2025-06-20 22:20:00,series_1,2,299.37793,298.90747,170.8929,241.87854,253.80437,261.14267,266.11172,331.67624,337.75717,345.89297,357.50208,485.7692
222.0,2025-06-20 22:25:00,series_1,3,281.71164,282.4347,116.80315,213.60915,233.21815,239.41531,244.68393,316.77823,323.63757,332.76895,347.3388,527.6149
220.0,2025-06-20 22:30:00,series_1,4,276.71582,278.3927,104.81145,197.20316,221.01056,232.33774,239.26259,315.73102,320.4355,329.40234,343.03198,433.8071
64.0,2025-06-21 04:55:00,series_1,9,23.174532,22.984476,-115.533516,-3.3979526,2.3694,7.23936,9.228237,38.677986,40.84581,43.895214,48.966652,97.243484
53.0,2025-06-21 05:00:00,series_1,10,24.919662,24.852219,-51.79972,-2.3099847,3.1931727,6.8353367,8.775283,39.8839,42.371414,46.77703,54.00297,95.6113
248.0,2025-06-21 08:10:00,series_1,0,207.39674,206.94214,126.178345,170.12755,177.81639,182.43924,185.25279,228.99637,231.47073,236.38438,246.22038,341.43555
267.0,2025-06-21 08:15:00,series_1,1,203.16982,202.24243,107.704636,158.97954,169.20062,174.08182,176.33134,229.69913,234.70401,242.43343,252.1023,309.8929
246.0,2025-06-21 08:40:00,series_1,6,188.09294,188.51141,48.728546,125.99089,135.85464,144.53612,150.2274,225.37172,232.49342,240.68475,256.86932,375.81915
270.0,2025-06-21 11:50:00,series_1,8,313.4725,313.42554,137.73325,261.15442,272.73862,277.84332,282.10007,346.57422,352.33536,358.29645,368.07248,447.27484
255.0,2025-06-21 11:55:00,series_1,9,313.17834,312.7472,-12.718414,251.97154,267.0655,273.8553,278.5005,347.784,353.72263,361.75247,373.9155,512.7588
240.0,2025-06-21 13:15:00,series_1,1,267.1034,267.01917,192.50113,246.19125,250.255,253.23265,254.8987,278.90103,280.9058,283.73602,287.64053,325.15198
231.0,2025-06-21 13:55:00,series_1,9,263.82413,263.3246,168.97632,229.47424,236.08838,240.98534,243.57968,284.5053,287.84213,291.1074,299.48044,366.75006
228.0,2025-06-21 14:10:00,series_1,0,241.53691,241.50171,205.35521,226.46216,229.89714,231.70404,233.50703,249.17397,250.76701,252.70674,257.4223,282.7196
229.0,2025-06-21 14:15:00,series_1,1,242.60902,242.49896,187.5312,226.34052,230.11082,231.58202,233.07089,252.06306,253.56577,255.6807,259.26987,343.11865
246.0,2025-06-21 15:40:00,series_1,6,222.75362,222.78798,103.669876,202.70303,207.55824,209.42451,211.34447,234.781,237.18556,239.81,245.16765,271.06357
208.0,2025-06-21 16:10:00,series_1,0,216.87497,216.76566,192.72247,207.52763,210.18086,211.40897,212.06291,221.30707,222.14542,223.35666,225.77109,258.8599
208.0,2025-06-21 16:35:00,series_1,5,217.40172,217.28625,180.77278,207.18312,210.36958,211.49257,212.2112,222.75148,223.66092,225.07997,227.77248,248.15332
205.0,2025-06-21 17:00:00,series_1,10,217.46431,217.3962,185.41148,205.69708,208.28992,209.68152,210.76071,223.91878,224.97353,226.88779,229.52162,255.31271
224.0,2025-06-21 17:15:00,series_1,1,214.04584,213.7608,190.14107,202.51639,205.19984,206.64508,207.4771,221.01057,222.00598,223.88867,225.7257,243.43787
229.0,2025-06-21 17:20:00,series_1,2,214.99414,215.12958,181.73044,203.0196,205.09465,206.81718,207.98288,221.95082,223.16112,224.56339,226.85661,237.71565
235.0,2025-06-21 17:25:00,series_1,3,213.2302,213.42493,163.4887,201.0874,203.83589,205.05849,205.86253,219.99557,221.10385,222.11746,224.31924,249.55278
240.0,2025-06-21 17:30:00,series_1,4,211.91966,212.35056,157.75534,198.34833,202.45253,203.98367,205.15234,218.90744,220.11682,221.91876,223.55443,239.21909
243.0,2025-06-21 17:40:00,series_1,6,216.27953,216.3396,186.17975,201.85928,204.8931,206.94159,208.58774,223.72566,225.03265,227.26576,229.9021,322.7047
236.0,2025-06-21 17:45:00,series_1,7,217.55545,217.50671,174.70735,200.74207,203.96292,206.66,208.72273,226.81161,227.98195,229.87483,233.47276,299.06155
267.0,2025-06-21 17:55:00,series_1,9,220.53065,220.47133,109.60139,202.04622,206.87817,210.01352,211.23772,230.73198,232.24007,234.51822,237.99957,272.11346
285.0,2025-06-21 18:00:00,series_1,10,220.26085,220.20853,166.47363,202.10646,206.10263,208.5722,209.60277,230.2762,231.83023,234.391,239.0042,268.4978
268.0,2025-06-21 18:05:00,series_1,11,223.07097,222.85587,141.07187,203.91519,208.35764,210.47495,211.99934,234.67557,236.31378,239.69408,245.4634,316.54514
334.0,2025-06-21 19:15:00,series_1,1,300.94556,300.94086,145.47536,260.60724,269.11447,274.8918,278.3945,322.92252,326.4485,331.0994,339.98535,412.71484
372.0,2025-06-21 20:00:00,series_1,10,311.22864,310.71826,160.15541,250.05908,262.0553,267.706,275.68915,348.16592,352.08096,360.9008,374.5076,440.78046
460.0,2025-06-21 20:50:00,series_1,8,394.71326,394.62616,164.87917,330.2494,344.77103,352.6976,356.43103,433.8425,439.2497,450.14084,465.5363,577.1766
328.0,2025-06-21 21:25:00,series_1,3,378.44302,379.5719,246.45386,324.76233,335.70822,342.224,347.69992,408.643,412.26364,419.73108,429.79663,633.23
309.0,2025-06-21 21:30:00,series_1,4,369.47452,371.10803,198.16103,306.32578,323.872,331.50186,336.85532,402.34952,406.04688,413.77322,426.0194,523.48926
312.0,2025-06-21 21:35:00,series_1,5,370.1045,370.28888,223.00119,301.28705,315.23883,324.62524,331.69318,409.3606,413.90598,422.0751,432.92288,561.1665
292.0,2025-06-21 21:40:00,series_1,6,367.76477,368.90515,188.48663,299.28494,312.47745,320.10812,325.81607,408.1109,413.9677,421.9628,436.24826,603.9598
295.0,2025-06-21 21:45:00,series_1,7,373.0575,372.8728,180.04082,296.20212,311.78143,321.33148,327.2701,418.67725,422.76154,434.76166,453.32095,528.8802
285.0,2025-06-21 21:50:00,series_1,8,370.26105,370.0672,164.48468,296.16074,310.57916,317.1505,323.31177,415.21542,423.04407,435.58533,452.6958,536.3201
290.0,2025-06-21 21:55:00,series_1,9,367.4744,367.3653,177.1358,279.31613,306.27206,314.33865,321.7725,415.8044,420.9775,432.1301,444.80933,604.15753
279.0,2025-06-21 22:00:00,series_1,10,359.43854,358.7228,86.90939,265.2601,282.7468,291.4428,301.75668,414.49075,421.78677,432.5477,446.61377,600.27
98.0,2025-06-22 01:15:00,series_1,1,44.974857,44.858784,-63.73236,9.576193,15.49316,18.766708,21.716566,66.80567,70.67642,75.63534,82.693855,152.43665
77.0,2025-06-22 02:00:00,series_1,10,40.440968,40.40445,-111.41742,-3.5085485,8.3701935,13.260051,16.943176,63.6751,67.34658,75.13716,87.87913,151.95909
81.0,2025-06-22 02:05:00,series_1,11,41.695114,41.61635,-89.83794,2.2009861,12.284472,15.905442,19.838984,62.843082,67.13749,73.39873,82.74027,145.49692
55.0,2025-06-22 05:25:00,series_1,3,40.930397,41.124508,-41.85799,29.389452,32.382027,33.314697,34.2918,47.630257,48.723248,49.813374,52.3725,77.435196
64.0,2025-06-22 05:30:00,series_1,4,42.48285,42.851166,2.3632545,28.497648,32.20572,33.85658,35.015507,49.82626,51.11822,52.983658,55.166138,111.40394
78.0,2025-06-22 05:35:00,series_1,5,42.62383,42.49162,7.998375,27.803434,31.619444,33.83528,34.720005,50.530945,51.885303,53.792946,57.35792,82.46286
89.0,2025-06-22 05:40:00,series_1,6,44.937733,45.12003,-11.47617,28.639275,32.190075,34.68651,36.130466,53.993706,55.080013,57.90429,60.682453,93.27652
98.0,2025-06-22 05:45:00,series_1,7,49.084793,49.01124,1.145462,29.853,35.216236,37.764507,39.358402,59.435802,60.576984,62.74153,66.90941,105.60922
98.0,2025-06-22 05:50:00,series_1,8,44.684856,45.100002,-16.00203,23.25136,29.496195,32.30841,33.91906,54.86937,56.709877,58.980057,64.233574,110.48145
102.0,2025-06-22 05:55:00,series_1,9,46.534084,46.363922,-8.587841,26.025602,31.068653,34.138565,35.304115,58.015785,60.05443,62.609806,68.129875,106.69711
117.0,2025-06-22 06:00:00,series_1,10,52.903797,52.622547,-12.059631,28.898537,33.8567,37.02417,38.70023,67.03817,69.38824,73.3577,79.16186,114.03444
120.0,2025-06-22 06:05:00,series_1,11,57.290695,56.90282,-85.99396,32.32825,37.975227,40.242523,42.33489,72.374435,74.44465,77.94754,85.95352,180.72223
216.0,2025-06-22 06:50:00,series_1,8,145.65627,144.83719,11.097885,83.7352,97.447365,103.16948,108.52241,181.74323,186.18654,195.11385,204.02121,404.94028
305.0,2025-06-22 10:30:00,series_1,4,255.55588,257.00372,69.83174,196.62772,209.5957,215.84247,222.9538,286.61002,292.75,299.66794,310.79797,374.72794
312.0,2025-06-22 11:10:00,series_1,0,270.51086,270.21915,167.15433,225.24248,237.89122,243.42578,248.0602,292.71167,295.4915,300.23038,307.32333,515.5568
242.0,2025-06-22 17:10:00,series_1,0,210.24759,210.06781,133.22327,188.416,192.5205,194.77078,196.85153,223.21548,224.78018,226.7272,234.043,278.23157
257.0,2025-06-22 17:15:00,series_1,1,208.20935,208.10498,117.992744,180.44044,185.67546,189.34955,192.91216,224.0962,227.49081,229.84837,235.31642,259.55392
238.0,2025-06-22 17:20:00,series_1,2,206.08113,206.36383,87.88575,171.54869,179.58429,185.46765,187.7145,223.69145,225.88167,229.83371,238.45369,313.64078
246.0,2025-06-22 17:25:00,series_1,3,206.56111,207.26434,75.25743,167.57082,178.27272,183.54887,186.1872,227.47643,230.33554,235.66194,242.24568,288.4767
241.0,2025-06-22 17:30:00,series_1,4,204.54854,205.56824,60.365875,169.818,177.36719,182.92094,185.20543,223.08092,225.75078,230.5902,235.65842,309.43176
249.0,2025-06-22 17:35:00,series_1,5,207.25783,207.38051,46.06732,169.04385,178.60988,182.90114,185.61243,228.09882,231.25034,237.076,247.6696,303.8542
244.0,2025-06-22 17:40:00,series_1,6,212.44841,212.55173,105.76408,171.26355,181.4266,187.04015,190.49547,233.78668,239.06972,243.615,250.8365,420.4663
445.0,2025-06-22 20:25:00,series_1,3,396.0599,397.52612,255.4234,326.9883,348.30115,357.46106,362.98795,431.5825,436.94254,443.32407,453.35336,526.9079
328.0,2025-06-22 21:20:00,series_1,2,378.71637,378.69354,175.30827,323.94983,336.9893,344.7256,350.3175,408.10672,413.51212,421.0909,431.91684,495.4684
280.0,2025-06-22 21:50:00,series_1,8,353.0733,353.64755,179.84576,271.43228,289.19583,299.4919,305.64365,401.93695,410.75375,418.44193,436.6308,604.45013
278.0,2025-06-22 21:55:00,series_1,9,349.29263,348.20566,88.72577,259.86963,281.63177,293.17975,300.23727,399.58542,405.19354,415.78607,435.4632,601.5479
253.0,2025-06-22 22:05:00,series_1,11,340.98557,340.7441,92.01811,229.76929,256.13333,267.01428,278.52652,405.08618,414.09378,426.19666,449.84332,581.19257
282.0,2025-06-22 22:10:00,series_1,0,253.40607,253.36743,126.47114,219.08485,224.713,231.86382,234.72571,272.47305,275.73737,278.2244,286.4437,357.58798
233.0,2025-06-23 08:20:00,series_1,2,197.51279,197.36276,120.27728,153.39282,161.64122,166.6617,170.94981,221.75653,226.32819,232.38013,242.60677,305.54153
201.0,2025-06-23 10:50:00,series_1,8,237.7594,237.53027,78.95155,191.04948,203.39044,208.60197,211.29495,264.68634,270.57886,277.06625,290.64444,357.08197
284.0,2025-06-23 11:20:00,series_1,2,232.20053,232.07233,82.55838,190.32178,198.08276,205.25381,209.65176,255.30821,258.29233,264.41544,275.44336,316.84814
270.0,2025-06-23 11:25:00,series_1,3,230.59822,231.0307,80.51753,185.01366,194.52602,200.64484,205.92819,254.51367,258.21945,265.4328,277.9126,418.16595
273.0,2025-06-23 11:30:00,series_1,4,228.0275,228.97217,85.51718,177.41968,191.50644,197.88927,201.55354,254.94513,258.91156,264.64697,275.3056,383.4687
271.0,2025-06-23 11:40:00,series_1,6,229.355,230.09448,93.897446,180.57721,191.75053,197.10925,201.25316,257.31982,261.11798,268.26355,277.97012,353.2379
201.0,2025-06-23 14:20:00,series_1,2,232.94218,233.06943,110.945564,197.96326,204.54477,209.18666,213.35527,252.36118,256.99466,260.43088,264.9225,336.07257
165.0,2025-06-23 16:40:00,series_1,6,212.52237,212.93228,-76.64763,148.91522,169.94997,176.70813,181.0925,246.93587,251.51492,260.18167,272.6959,372.34277
216.0,2025-06-23 17:10:00,series_1,0,184.30865,184.35255,145.06729,172.25317,175.17699,176.90889,178.03166,190.5747,191.3212,192.50468,195.07938,204.28246
210.0,2025-06-23 17:20:00,series_1,2,181.53885,181.72966,135.21042,167.3655,170.61366,172.46083,174.13983,188.94164,189.88597,191.31793,193.99979,208.8245
195.0,2025-06-23 17:30:00,series_1,4,181.4272,181.81073,126.13248,166.2154,170.7856,172.78625,173.8545,188.84816,190.38553,192.3438,194.67897,252.46936
220.0,2025-06-23 17:35:00,series_1,5,182.04811,181.9364,145.48386,166.92137,170.33444,173.0811,173.9791,189.82944,191.40236,193.38893,197.35474,222.1524
234.0,2025-06-23 17:40:00,series_1,6,183.85378,183.96942,150.97684,169.22412,172.5639,174.07509,175.50412,192.23267,193.85805,196.31169,198.88924,231.44131
223.0,2025-06-23 17:45:00,series_1,7,185.83534,185.87938,85.63121,168.28238,173.17235,176.21518,177.17336,195.41492,196.65904,198.43793,201.57584,244.56322
253.0,2025-06-23 17:50:00,series_1,8,186.58337,187.00464,102.160904,166.13708,172.49463,175.27557,176.60988,196.2868,197.90791,201.07431,203.99402,226.0643
234.0,2025-06-23 17:55:00,series_1,9,188.61856,188.4833,133.88205,169.71416,174.78537,177.5208,178.74277,199.30115,201.35251,203.08415,207.88034,243.13184
238.0,2025-06-23 18:00:00,series_1,10,190.33752,190.15387,135.01208,171.77129,175.69987,178.32446,179.87074,200.62804,202.55717,205.31747,209.65642,238.9979
253.0,2025-06-23 18:05:00,series_1,11,192.24011,191.90067,77.81263,172.7927,177.17761,179.63795,181.46204,203.52065,205.23172,208.3835,214.23988,288.0896
359.0,2025-06-23 19:55:00,series_1,9,300.75266,299.59897,103.34833,230.67851,244.48227,253.32474,259.11505,342.62955,346.88907,352.39514,368.5752,528.29004
384.0,2025-06-23 20:00:00,series_1,10,302.59305,301.7766,100.35831,221.05577,233.8805,241.5228,255.56654,352.60904,357.8986,371.1409,390.3667,472.84293
285.0,2025-06-23 22:10:00,series_1,0,329.14874,329.01636,174.31743,287.0087,296.00082,301.63403,305.13614,352.95413,357.1005,361.543,368.6639,406.347
269.0,2025-06-23 22:15:00,series_1,1,318.3042,318.2998,132.01707,271.63324,281.30307,287.50308,291.1721,345.0695,349.2819,356.05676,364.19687,452.45377
242.0,2025-06-23 22:30:00,series_1,4,293.31406,294.79993,170.32372,232.79839,251.29823,256.07635,260.7924,325.1277,329.6013,334.87775,345.09503,437.38956
227.0,2025-06-23 22:35:00,series_1,5,289.6474,289.4001,145.69777,222.69684,238.5278,247.22409,252.29869,326.34158,331.90244,340.235,349.40594,476.30054
201.0,2025-06-23 22:40:00,series_1,6,279.7436,281.20468,11.116058,204.40306,225.67976,234.81662,239.36548,323.06366,327.82437,337.37302,351.12283,440.95898
182.0,2025-06-23 22:45:00,series_1,7,277.8416,277.91336,-65.49884,199.41333,214.81134,225.47221,232.72415,325.01993,332.8481,343.80566,363.1263,522.83887
183.0,2025-06-23 22:50:00,series_1,8,278.06424,278.10107,-138.67102,213.81865,227.7476,234.90848,240.13504,319.09818,324.85437,332.83127,346.9208,531.9334
172.0,2025-06-23 22:55:00,series_1,9,273.98273,272.79974,80.29085,206.88095,221.39511,228.05412,233.2647,313.7775,319.46014,327.29684,345.4615,490.4245
193.0,2025-06-23 23:00:00,series_1,10,264.99948,264.4214,54.264557,179.27176,197.907,207.70294,214.88486,317.10126,322.71225,333.61676,347.22845,563.6201
121.0,2025-06-23 23:25:00,series_1,3,156.87888,157.34897,5.3726654,111.67833,122.529884,127.96184,131.25296,182.8967,186.39676,190.896,200.85002,259.9078
107.0,2025-06-24 00:15:00,series_1,1,78.61973,78.46004,8.608208,44.8617,52.456844,56.463192,60.53266,98.211876,100.71341,105.59124,109.80247,154.6972
98.0,2025-06-24 00:25:00,series_1,3,74.425606,75.00824,-17.204811,43.058834,49.59436,53.5637,56.9016,92.28423,95.29165,97.5772,105.37557,160.10986
113.0,2025-06-24 00:35:00,series_1,5,62.62638,62.720325,-22.32148,21.29486,34.023724,39.852264,43.08002,82.083046,85.64831,90.10772,98.284,139.04475
100.0,2025-06-24 00:40:00,series_1,6,56.20126,56.399788,-133.7975,22.099611,30.668291,35.650154,38.270958,75.09673,79.72624,82.68614,90.279335,139.77823
98.0,2025-06-24 00:45:00,series_1,7,55.663914,55.217506,0.22451782,24.299988,28.98136,33.018024,36.538933,74.802284,76.97347,81.75435,87.60958,153.68843
77.0,2025-06-24 01:00:00,series_1,10,46.334465,46.37145,-52.817688,9.060371,18.795141,22.022745,26.427725,66.32741,69.6925,73.25921,81.9691,159.75772
85.0,2025-06-24 01:15:00,series_1,1,54.590523,54.515778,-49.911797,20.861729,26.476278,29.632275,32.46334,75.49888,79.260956,84.05603,90.66117,157.44263
96.0,2025-06-24 05:15:00,series_1,1,51.138233,50.697296,-96.215965,8.805318,19.10015,23.53594,26.792469,75.175415,78.96753,83.188,91.41253,154.41583
174.0,2025-06-24 06:55:00,series_1,9,76.28601,76.25195,-238.87708,-34.732933,-6.4678917,6.265181,17.586119,138.18062,143.55672,156.13573,176.42012,439.67166
166.0,2025-06-24 07:00:00,series_1,10,79.56454,79.19458,-390.87155,-28.347326,-7.0237093,5.012207,18.609718,143.48582,151.13766,161.27234,189.50493,307.58508
184.0,2025-06-24 07:05:00,series_1,11,94.79782,93.909454,-90.63446,1.5790042,20.751451,31.543428,39.1607,147.43852,154.27034,166.80838,194.24632,340.84637
193.0,2025-06-24 10:15:00,series_1,1,228.35866,228.13895,70.7897,189.65402,198.4384,202.27353,204.82039,251.88132,254.82079,259.65262,267.1676,341.47757
258.0,2025-06-24 13:10:00,series_1,0,232.44579,232.65636,132.40839,205.73726,212.63943,217.9666,219.89189,245.01273,246.43376,248.62714,252.67732,375.0837
427.0,2025-06-24 19:50:00,series_1,8,326.7492,327.1743,113.26744,240.7813,263.37744,274.76144,280.00333,375.81375,381.66455,390.67706,415.54376,611.43555
428.0,2025-06-24 20:00:00,series_1,10,325.77405,324.73306,31.84494,240.86295,257.24182,263.56458,278.2283,375.60638,382.4012,394.0711,413.83087,619.42316
428.0,2025-06-24 20:05:00,series_1,11,326.9779,325.4097,85.43286,243.46669,257.82028,268.00845,274.48428,378.35614,386.98288,396.9687,427.00394,528.5842
326.0,2025-06-24 21:25:00,series_1,3,382.28165,382.82013,242.93661,323.4883,333.3545,340.58414,346.42142,418.60602,425.00858,430.91977,447.75494,527.54456
94.0,2025-06-25 00:30:00,series_1,4,62.848274,63.740818,-28.27108,24.495905,32.79753,37.42788,41.159306,82.9507,86.03748,92.597725,98.261604,255.54408
97.0,2025-06-25 00:35:00,series_1,5,61.97027,61.935448,-69.78725,23.299297,34.51822,39.066574,41.4057,82.36614,85.526054,91.03164,99.72731,188.66742
102.0,2025-06-25 00:40:00,series_1,6,59.680016,60.36896,-91.665665,20.7941,29.541805,35.44736,40.5822,81.395256,84.22638,90.2593,96.96308,180.87254
71.0,2025-06-25 05:25:00,series_1,3,48.273952,48.401802,6.6400337,29.121721,33.67136,35.305077,36.81353,59.762432,61.556023,64.76601,67.7803,94.93471
101.0,2025-06-25 05:30:00,series_1,4,50.84395,51.295918,-44.564926,26.965487,32.826916,35.482624,37.38965,64.20152,66.756905,69.514275,74.696045,98.64747
89.0,2025-06-25 05:50:00,series_1,8,58.3914,59.356693,-292.7287,14.578291,30.147888,34.955917,38.53941,80.14537,84.75445,88.89445,97.3196,133.49832
173.0,2025-06-25 05:55:00,series_1,9,62.251625,61.58886,-81.50441,17.237103,26.938118,34.249702,37.49681,88.40511,92.976555,99.55921,109.3495,201.46034
190.0,2025-06-25 06:10:00,series_1,0,110.77595,110.68794,-6.014389,52.428955,66.72019,74.19286,80.53993,140.10748,142.88286,148.4309,160.3263,348.27603
336.0,2025-06-25 08:35:00,series_1,5,261.8532,261.77542,100.7169,181.47083,197.65088,207.54202,215.7489,306.95248,314.44254,321.25238,333.61887,478.2865
260.0,2025-06-25 11:20:00,series_1,2,313.9211,313.86536,179.1319,251.45872,264.05856,271.44864,278.11267,349.36444,354.67755,363.56845,376.33774,441.35004
259.0,2025-06-25 11:55:00,series_1,9,322.70062,321.83203,106.3855,250.37495,260.9525,270.6836,277.61945,368.2732,373.5644,381.69586,400.25964,559.65393
232.0,2025-06-25 13:40:00,series_1,6,290.9218,291.14062,157.26575,227.47124,243.53586,251.31378,256.1957,325.81702,332.68475,342.62634,351.19135,557.38745
236.0,2025-06-25 13:45:00,series_1,7,295.7343,295.66934,46.996033,220.34552,241.78276,249.87251,256.03513,337.72037,342.9474,350.82504,371.20166,487.76117
199.0,2025-06-25 15:05:00,series_1,11,252.69496,251.5813,-94.98068,195.61641,207.12387,216.16695,220.16788,284.85495,290.48492,300.0831,322.60956,535.8003
225.0,2025-06-25 17:30:00,series_1,4,206.724,207.18555,130.64919,188.3339,193.16939,195.18787,197.24316,216.1288,217.84314,219.8023,224.31363,234.85756
248.0,2025-06-25 17:35:00,series_1,5,208.277,208.24866,155.65367,187.9213,192.69969,195.67491,197.34276,219.15048,220.82227,223.74332,228.1554,244.5584
197.0,2025-06-25 17:55:00,series_1,9,215.63919,215.55502,111.91969,191.21321,197.00786,200.12248,202.08588,229.45625,231.82524,236.00938,240.02632,363.79004
192.0,2025-06-25 18:05:00,series_1,11,217.03197,216.98013,-51.86148,189.665,197.58049,199.89224,201.52132,232.88586,235.8596,240.27147,246.71385,292.90076
244.0,2025-06-25 18:20:00,series_1,2,200.23141,200.26816,85.65001,178.72046,184.48376,187.67143,189.2231,210.9809,212.50989,215.77171,220.32462,268.2376
235.0,2025-06-25 18:25:00,series_1,3,205.45242,205.62167,162.38234,184.9437,190.34393,191.85838,193.4488,217.4739,219.21327,222.31703,226.19154,254.26735
234.0,2025-06-25 18:40:00,series_1,6,206.89537,206.56815,142.48729,178.07466,184.83339,188.40204,191.09602,223.23318,227.46013,230.19089,239.5861,347.5464
242.0,2025-06-25 18:45:00,series_1,7,212.32835,212.13052,131.66293,174.36536,183.18091,189.74141,193.614,232.98538,235.64218,240.76486,248.2878,297.79694
245.0,2025-06-25 18:50:00,series_1,8,213.08923,213.33034,60.283127,170.81177,184.07848,189.05408,192.8622,234.74495,239.42809,244.9898,258.19345,302.9934
252.0,2025-06-25 18:55:00,series_1,9,214.07567,213.9331,104.69929,171.16425,180.21506,188.18965,191.13052,237.86847,241.99973,247.5179,256.6434,340.51965
269.0,2025-06-25 19:00:00,series_1,10,218.54341,217.8771,115.098366,166.00533,180.43471,186.90007,190.5839,246.96634,251.32057,256.2729,271.45718,396.53882
280.0,2025-06-25 19:05:00,series_1,11,224.76056,223.79184,-4.136566,169.49083,181.76546,187.04979,190.98949,257.9831,264.25107,274.58298,296.5453,429.2433
418.0,2025-06-25 20:40:00,series_1,6,359.76938,360.9157,180.61578,295.0288,311.29105,318.79935,323.93152,395.57507,402.0975,411.44843,424.04703,606.65186
347.0,2025-06-25 21:10:00,series_1,0,401.30234,401.0569,292.8484,354.03152,364.8687,370.51758,373.64954,426.9304,431.00784,437.76373,448.63123,562.11646
300.0,2025-06-25 21:55:00,series_1,9,387.03418,385.97092,-145.07208,289.05862,308.7299,319.57065,327.28888,448.32657,458.59256,472.412,492.04932,621.1785
287.0,2025-06-25 22:00:00,series_1,10,386.19437,384.7196,-249.36841,261.55707,288.42688,307.53552,318.52603,457.82358,468.14127,483.76566,506.0314,740.9511
147.0,2025-06-25 23:50:00,series_1,8,90.23042,90.37805,-45.366806,56.518982,63.711067,68.2224,70.93498,109.58602,113.46587,117.017624,124.04886,188.32849
75.0,2025-06-26 01:15:00,series_1,1,37.988647,37.842995,-76.23781,4.093605,9.347488,11.944786,15.36143,59.72324,63.089394,67.85475,74.97893,142.85687
82.0,2025-06-26 01:20:00,series_1,2,40.830196,40.573364,-107.40718,1.4438474,9.391429,13.634653,17.740698,64.20934,67.2501,72.798706,81.479675,181.78918
68.0,2025-06-26 05:15:00,series_1,1,45.45509,45.16691,-32.442986,23.486513,28.893963,30.636066,32.70986,58.251774,60.439945,62.50389,67.47696,100.60306
148.0,2025-06-26 06:35:00,series_1,5,84.90399,85.62595,-114.47889,19.075808,37.44875,44.488815,50.330948,118.19597,122.37956,129.23616,140.60439,305.00137
